<<<<<<< HEAD
Client,Regular,,MSN (NTLM) browser login,Compuserve (RPA),MD5 APOP [Note 1],CRAM-HMAC [Note 2],,,DIGEST-MD5,SCRAM,with hardware token PKCS#11,Biometric,SMTP Auth [Note 3],X.509 Client certificate,OAuth
,LOGIN,PLAIN,,,,MD5,SHA1,RIPEMD,,,,,,,
Alpine,Yes,Yes,No,No,No,Yes,No,No,No,?,No,No,Yes,No,?
Apple Mail,Yes,Yes,No,No,?,?,?,?,?,?,?,Yes,Yes,Yes,Yes [Note 4]
Becky! Internet Mail,Yes,Yes,Yes,?,Yes,Yes,?,?,?,?,?,?,Yes,Yes,?
Citadel,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Claws Mail,Yes,Yes,?,?,Yes,Yes,?,?,Yes,Yes,No,?,Yes,No,?
Cone,Yes,Yes,No,No,No,Yes,Yes,No,No,?,No,No,Yes,Yes,?
Courier,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,?,No,No,Yes,Yes,?
Elm,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
eM Client,Yes,Yes,Yes,No,No,Yes,No,No,Yes,?,No,No,Yes,No,Yes
EmailTray,Yes,Yes,?,?,Yes,Yes,Yes,No,?,?,No,No,Yes,No,?
Eudora,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,?,No,No,No,?,?
Evolution,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,?,No,No,Yes,No,?
Gnus,Yes,Yes,?,?,Yes,Yes,Yes,?,Yes,?,?,?,Yes,?,?
GroupWise,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Hiri,Yes,Yes,Yes,No,No,No,No,No,No,?,No,No,No,No,Yes
i.Scribe / InScribe,Yes,Yes,Yes,No,Yes,No,No,No,No,?,No,No,Yes,No,Yes
IBM Lotus Notes,Yes,?,Yes,No,No,No,?,?,?,?,Yes,No,Yes,?,?
KMail,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,?,No,No,Yes,Yes,?
Mailpile,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Microsoft Entourage,Yes,No,Yes,?,?,Yes,?,?,?,?,Yes,?,Yes,Yes,?
Microsoft Office Outlook,Yes,No,Yes,No,No,No,No,No,No,?,No,No,Yes,No,?
Mozilla Mail & Newsgroups,Yes,?,?,Yes,?,Yes,?,?,?,?,?,?,?,?,?
Mozilla Thunderbird,Yes,Yes,Yes,No,Yes,Yes,No,No,No[27],?,Yes,No,Yes,Yes,Yes
Mulberry,Yes,Yes,Yes,No,No,Yes,No,No,Yes,?,No,No,Yes,Yes,?
Mutt,Yes,Yes,Yes,?,Yes,Yes,No,No,Yes,?,No,No,1.5.15,Yes,1.10.1
Netscape Messenger,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Netscape Messenger 9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
nmh / MH,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Opera Mail,Yes,Yes,No,No,Yes,Yes,No,?,?,?,No,No,Yes,Yes,?
Outlook Express,Yes,No,Yes,No,No,No,No,No,No,?,No,No,Yes,No,?
Pegasus Mail,Yes,?,No,No,Yes,No,No,No,No,?,No,No,Yes,Yes,?
Pine,Yes,Yes,No,No,No,Yes,No,No,No,?,No,No,Yes,No,?
Pocomail,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
RoundCube,Yes,Yes,?,?,Yes,Yes,Yes,?,Yes,?,Yes,?,Yes,?,?
SeaMonkey Mail & Newsgroups,Yes,Yes,Yes,No,Yes,Yes,No,No,No[27],?,Yes,No,Yes,Yes,?
SquirrelMail,Yes,Yes,?,?,Yes,Yes,Yes,?,Yes,?,Yes,?,Yes,?,?
Sylpheed,Yes,Yes,No,No,Yes,Yes,No,No,No,?,No,No,Yes,No,No
The Bat!,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,?,Yes [Note 5],Yes [Note 5],Yes,No,Yes
Trojitá,Yes,No,No,No,No,No,No,No,No,?,No,No,Yes,No,?
Turnpike,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Windows Live Mail,Yes,No,Yes,No,Yes,No,No,No,No,?,No,No,No,No,No
Windows Mail,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Yes [Note 6]
YAM,Yes,Yes,?,?,Yes,Yes,?,?,?,?,?,?,Yes,AmiSSL,?
Zimbra,Yes,Yes,?,?,Yes,Yes,?,?,?,?,Yes,?,Yes [Note 7],?,?
Client,Regular,,MSN (NTLM) browser login,Compuserve (RPA),MD5 APOP [Note 1],CRAM-HMAC [Note 2],,,DIGEST-MD5,SCRAM,with hardware token PKCS#11,Biometric,SMTP Auth [Note 3],SSL/TLS Client Certificate,OAUTH
,LOGIN,PLAIN,,,,MD5,SHA1,RIPEMD,,,,,,,
=======
Client,Label messages,,,,Reformat received messages,,Bi-directional text support,Composing messages,,,Native images preview,,,,,Postpone / scheduled message sending,Native documents preview,,,,,,
SeaMonkey Mail & Newsgroups,Yes,Yes,No,No,?,?,?,Yes,Yes,?,Yes,Yes,Yes,Yes,?,?,?,?,?,?,?,?,?
SquirrelMail,Yes,Yes,Yes,Yes,?,?,Yes,Yes,Yes,?,Yes,Yes,Yes,Yes,?,?,Yes,Yes,Yes,Yes,Yes,Yes,?
Sylpheed,Yes,Yes,No,No,?,?,?,Yes,Yes,?,Yes,Yes,Yes,Yes,?,?,Yes,No,No,No,No,No,?
The Bat!,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"ICO, emf",Yes,Yes,No,No,No,No,No,No
Trojitá,No,Yes,?,?,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Turnpike,Yes,?,?,No,?,?,?,Yes,Yes,?,Yes,Yes,Yes,No,?,?,?,?,?,?,?,?,?
Windows Live Mail,No,Yes,No,No,?,?,?,Yes,Yes,?,Yes,Yes,Yes,Yes,?,?,?,?,?,?,?,?,?
Windows Mail,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
YAM,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Zimbra,Yes,Yes,Yes,Yes,?,?,?,Yes,Yes,?,Yes,Yes,Yes,Yes,?,?,?,?,?,?,?,?,?
Client,Label messages,,,,Reformat received messages,,Bi-directional text support,Composing messages,,,Native images preview,,,,,Postpone/?scheduled message sending,Native documents preview,,,,,,
,with colors,with flag,antidelete,add note,"edit headers (e.g., Subject)",forced recode [Note 1],,Spell checking,Signatures,Bottom-posts replies,jpeg,gif,bmp,png,others,,txt,pdf,doc,xls,odt,ods,others
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
